"","mag_id","mag_name","assembly_id","assembly_batch","mag_domain","mag_phylum","mag_class","mag_order","mag_family","mag_genus","mag_species","mag_closest_ani","mag_closest_af","mag_taxonomy","mag_completeness","mag_contamination","mag_size","mag_gc","mag_n50","mag_contigs","host_species"
"1126","EHM013247","EHA00363_bin.38.fa","EHA00363","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__MGBC131033","s__",75.22,0.09,"Genus",58.89,1.57,2118942,"53.10%",3143,148,"Podarcis muralis"
"1127","EHM013248","EHA00363_bin.39.fa","EHA00363","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",94.72,0.86,4663333,"48.70%",45689,216,"Podarcis muralis"
"1128","EHM013249","EHA00363_bin.4.fa","EHA00363","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",97.95,2.35,4111616,"46.50%",43993,683,"Podarcis muralis"
"1129","EHM013250","EHA00363_bin.40.fa","EHA00363","ABB0113","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Dielma","s__",0,0,"Genus",77.51,9.9,2700040,"36.10%",4565,403,"Podarcis muralis"
"1130","EHM013251","EHA00363_bin.41.fa","EHA00363","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__",81.55,0.46,"Genus",56.98,5.24,3828459,"44.20%",20954,95,"Podarcis muralis"
"1131","EHM013252","EHA00363_bin.42.fa","EHA00363","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAAYNV01","s__",0,0,"Genus",98.85,1.03,4154106,"45.50%",81125,59,"Podarcis muralis"
"1132","EHM013253","EHA00363_bin.43.fa","EHA00363","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Ventrimonas","s__",77.96,0.29,"Genus",98.24,8.77,4133898,"48.60%",112105,229,"Podarcis muralis"
"1133","EHM013254","EHA00363_bin.44.fa","EHA00363","ABB0113","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Bilophila","s__",0,0,"Genus",96.15,1.78,4003615,"50.80%",30509,70,"Podarcis muralis"
"1134","EHM013255","EHA00363_bin.45.fa","EHA00363","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__MGBC136627","s__",81.07,0.51,"Genus",98.41,1.26,4070418,"33.40%",104717,146,"Podarcis muralis"
"1135","EHM013256","EHA00363_bin.5.fa","EHA00363","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",78.06,2.06,3706781,"48.90%",22913,242,"Podarcis muralis"
"1136","EHM013257","EHA00363_bin.6.fa","EHA00363","ABB0113","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RF32","f__CAG-239","g__CAZU01","s__",76.95,0.23,"Genus",70.91,2.54,1249544,"43.30%",4185,336,"Podarcis muralis"
"1137","EHM013258","EHA00363_bin.7.fa","EHA00363","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Acetatifactor","s__",0,0,"Genus",75.47,2.35,2953740,"49.00%",7995,463,"Podarcis muralis"
"1138","EHM013259","EHA00363_bin.8.fa","EHA00363","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__","g__","s__",0,0,"Order",96.37,0.83,2225937,"45.40%",32646,106,"Podarcis muralis"
"1139","EHM013260","EHA00363_bin.9.fa","EHA00363","ABB0113","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RF32","f__CAG-239","g__CAZU01","s__",77.56,0.32,"Genus",98.92,0.73,1817683,"39.80%",31609,78,"Podarcis muralis"
"1140","EHM013261","EHA00364_bin.1.fa","EHA00364","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",90.17,3.56,5005569,"42.60%",38725,305,"Podarcis muralis"
"1141","EHM013262","EHA00364_bin.10.fa","EHA00364","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenella","s__",83.11,0.69,"Genus",91.79,0.48,2367058,"56.20%",10243,185,"Podarcis muralis"
"1142","EHM013263","EHA00364_bin.11.fa","EHA00364","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",80.04,0.46,"Genus",81.66,1.77,4392935,"44.80%",34029,37,"Podarcis muralis"
"1143","EHM013264","EHA00364_bin.12.fa","EHA00364","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",98.38,0,3581646,"45.10%",192527,21,"Podarcis muralis"
"1144","EHM013265","EHA00364_bin.13.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",94.35,0,2100384,"37.80%",183392,251,"Podarcis muralis"
"1145","EHM013266","EHA00364_bin.14.fa","EHA00364","ABB0113","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__UBA3830","f__","g__","s__",0,0,"Order",53.76,2.2,709990,"34.10%",3074,135,"Podarcis muralis"
"1146","EHM013267","EHA00364_bin.15.fa","EHA00364","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",82.72,2.17,4132692,"47.90%",45677,672,"Podarcis muralis"
"1147","EHM013268","EHA00364_bin.16.fa","EHA00364","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",74.13,2.59,3716284,"47.60%",6683,292,"Podarcis muralis"
"1148","EHM013269","EHA00364_bin.17.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_C","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__",80.92,0.61,"Genus",83.14,2.81,1694073,"43.50%",7132,245,"Podarcis muralis"
"1149","EHM013270","EHA00364_bin.18.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",56.4,1.45,2093398,"48.50%",10195,73,"Podarcis muralis"
"1150","EHM013271","EHA00364_bin.19.fa","EHA00364","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__OM05-12","s__",0,0,"Genus",99.15,0.99,2875108,"39.50%",56728,233,"Podarcis muralis"
"1151","EHM013272","EHA00364_bin.2.fa","EHA00364","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",58.42,0,1898844,"44.30%",8666,146,"Podarcis muralis"
"1152","EHM013273","EHA00364_bin.20.fa","EHA00364","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",92.83,0.93,3779210,"47.00%",44962,301,"Podarcis muralis"
"1153","EHM013274","EHA00364_bin.21.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",74.4,3.45,1610978,"38.60%",6397,647,"Podarcis muralis"
"1154","EHM013275","EHA00364_bin.22.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Enterocloster","s__",0,0,"Genus",86.35,2.05,4481041,"48.40%",8539,247,"Podarcis muralis"
"1155","EHM013276","EHA00364_bin.23.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAAYNV01","s__",0,0,"Genus",79.48,1.92,3143777,"46.90%",16567,16,"Podarcis muralis"
"1156","EHM013277","EHA00364_bin.25.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Lactococcus","s__Lactococcus lactis",98.45,0.88,"Species",100,0,2305439,"34.80%",199102,59,"Podarcis muralis"
"1157","EHM013278","EHA00364_bin.26.fa","EHA00364","ABB0113","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","s__",0,0,"Genus",97.95,0.68,2930622,"57.70%",88740,164,"Podarcis muralis"
"1158","EHM013279","EHA00364_bin.27.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Dielma","s__",0,0,"Genus",96.22,3.77,3444581,"35.90%",28901,133,"Podarcis muralis"
"1159","EHM013280","EHA00364_bin.28.fa","EHA00364","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",90.92,0.54,4390047,"41.80%",72389,147,"Podarcis muralis"
"1160","EHM013281","EHA00364_bin.29.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Clostridium_Q","s__",0,0,"Genus",96.19,0,4476850,"49.80%",44141,241,"Podarcis muralis"
"1161","EHM013282","EHA00364_bin.3.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",92.93,1.43,4044286,"31.50%",10082,73,"Podarcis muralis"
"1162","EHM013283","EHA00364_bin.30.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Ventrimonas","s__",77.86,0.3,"Genus",98.75,1.9,4096490,"49.00%",76245,196,"Podarcis muralis"
"1163","EHM013284","EHA00364_bin.31.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__CAG-95","s__",0,0,"Genus",96.72,1.67,4493613,"41.30%",41083,552,"Podarcis muralis"
"1164","EHM013285","EHA00364_bin.32.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Hungatella","s__",0,0,"Genus",69.24,2.22,3073890,"48.10%",6190,197,"Podarcis muralis"
"1165","EHM013286","EHA00364_bin.33.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Coprobacillaceae","g__Coprobacillus","s__",80.93,0.47,"Genus",97.73,1.08,3681533,"30.10%",27070,165,"Podarcis muralis"
"1166","EHM013287","EHA00364_bin.34.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eisenbergiella","s__",0,0,"Genus",94.09,1.92,3787486,"49.60%",33054,210,"Podarcis muralis"
"1167","EHM013288","EHA00364_bin.35.fa","EHA00364","ABB0113","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__","f__","g__","s__",0,0,"Order",65.69,1.14,713314,"37.70%",3846,503,"Podarcis muralis"
"1168","EHM013289","EHA00364_bin.4.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",97.25,1.71,4385983,"49.20%",34155,195,"Podarcis muralis"
"1169","EHM013290","EHA00364_bin.5.fa","EHA00364","ABB0113","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",80.16,0.44,"Genus",64.92,0,4526894,"45.80%",28816,252,"Podarcis muralis"
"1170","EHM013291","EHA00364_bin.6.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__UMGS1251","s__",81.12,0.49,"Genus",87.65,3.85,4142261,"42.60%",12203,444,"Podarcis muralis"
"1171","EHM013292","EHA00364_bin.7.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JALFVM01","s__",78.05,0.13,"Genus",73.72,2.9,4128900,"42.90%",6386,739,"Podarcis muralis"
"1172","EHM013293","EHA00364_bin.8.fa","EHA00364","ABB0113","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnotalea","s__",77.52,0.14,"Genus",57.18,0,2182150,"36.70%",2873,789,"Podarcis muralis"
"1173","EHM013294","EHA00364_bin.9.fa","EHA00364","ABB0113","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Hafnia","s__Hafnia alvei",97.89,0.93,"Species",98.5,1.24,4365921,"48.90%",44590,166,"Podarcis muralis"
"1174","EHM013295","EHA00291_bin.1.fa","EHA00291","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",91.57,9.81,5117494,"42.90%",17433,122,"Podarcis muralis"
"1175","EHM013296","EHA00291_bin.10.fa","EHA00291","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Kineothrix","s__",0,0,"Genus",97.7,0,3936449,"44.10%",54901,456,"Podarcis muralis"
"1176","EHM013297","EHA00291_bin.2.fa","EHA00291","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__",81.97,0.54,"Genus",98.88,3.64,6320068,"42.40%",65459,190,"Podarcis muralis"
"1177","EHM013298","EHA00291_bin.3.fa","EHA00291","ABB0114","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RF32","f__CAG-239","g__CAZU01","s__",77.74,0.24,"Genus",93.54,0.1,1653832,"42.80%",8331,256,"Podarcis muralis"
"1178","EHM013299","EHA00291_bin.4.fa","EHA00291","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__CAG-95","s__",0,0,"Genus",97.12,0.57,4654914,"41.20%",57358,131,"Podarcis muralis"
"1179","EHM013300","EHA00291_bin.5.fa","EHA00291","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnotalea","s__",0,0,"Genus",96.99,1.26,3850104,"36.50%",54659,124,"Podarcis muralis"
"1180","EHM013301","EHA00291_bin.6.fa","EHA00291","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Acetatifactor","s__",0,0,"Genus",95.01,2.64,4347941,"50.30%",37558,193,"Podarcis muralis"
"1181","EHM013302","EHA00291_bin.7.fa","EHA00291","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__MGBC140009","s__",77.57,0.29,"Genus",90.15,3.7,3844834,"38.60%",15339,346,"Podarcis muralis"
"1182","EHM013303","EHA00291_bin.8.fa","EHA00291","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",50.11,2.46,2243967,"29.90%",2519,894,"Podarcis muralis"
"1183","EHM013304","EHA00291_bin.9.fa","EHA00291","ABB0114","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter_J","s__",79.74,0.69,"Genus",99.41,0,1699166,"35.70%",85800,30,"Podarcis muralis"
"1184","EHM013305","EHA00292_bin.1.fa","EHA00292","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",83.73,4.21,3628161,"44.90%",9296,55,"Podarcis muralis"
"1185","EHM013306","EHA00292_bin.10.fa","EHA00292","ABB0114","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__UBA3830","f__UBA3830","g__","s__",0,0,"Family",91.2,0.18,1306547,"35.10%",56430,106,"Podarcis muralis"
"1186","EHM013307","EHA00292_bin.11.fa","EHA00292","ABB0114","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Opitutales","f__LL51","g__","s__",80.63,0.02,"Family",78.49,1.35,1268449,"32.30%",78980,283,"Podarcis muralis"
"1187","EHM013308","EHA00292_bin.12.fa","EHA00292","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",92.77,3.6,4385822,"43.40%",22201,12,"Podarcis muralis"
"1188","EHM013309","EHA00292_bin.13.fa","EHA00292","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__","g__","s__",0,0,"Order",75,0.67,1000588,"31.00%",128679,40,"Podarcis muralis"
"1189","EHM013310","EHA00292_bin.14.fa","EHA00292","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",78.66,0.27,"Genus",92.19,0,3439945,"42.20%",136339,265,"Podarcis muralis"
"1190","EHM013311","EHA00292_bin.15.fa","EHA00292","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",80.17,0.49,"Genus",91.58,1.59,4667518,"45.40%",27581,77,"Podarcis muralis"
"1191","EHM013312","EHA00292_bin.16.fa","EHA00292","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",99.61,0.96,4667096,"51.00%",123243,629,"Podarcis muralis"
"1192","EHM013313","EHA00292_bin.17.fa","EHA00292","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",79.75,0.65,3357911,"49.90%",6314,228,"Podarcis muralis"
"1193","EHM013314","EHA00292_bin.18.fa","EHA00292","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__",81.48,0.48,"Genus",85.15,2.67,5137778,"42.70%",37157,476,"Podarcis muralis"
"1194","EHM013315","EHA00292_bin.19.fa","EHA00292","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Tidjanibacter","s__",0,0,"Genus",54.96,0.35,1247366,"50.80%",2664,532,"Podarcis muralis"
"1195","EHM013316","EHA00292_bin.2.fa","EHA00292","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",90.59,0.88,1856231,"38.20%",9726,190,"Podarcis muralis"
"1196","EHM013317","EHA00292_bin.20.fa","EHA00292","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",95.06,1.3,3595643,"47.20%",31508,213,"Podarcis muralis"
"1197","EHM013318","EHA00292_bin.21.fa","EHA00292","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__",81.09,0.5,"Genus",71.55,1.72,4429313,"40.90%",30562,367,"Podarcis muralis"
"1198","EHM013319","EHA00292_bin.23.fa","EHA00292","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",93.36,0.67,3467098,"45.30%",12423,981,"Podarcis muralis"
"1199","EHM013320","EHA00292_bin.25.fa","EHA00292","ABB0114","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",88.49,0.76,"Genus",70.39,8.72,3473039,"43.80%",3945,260,"Podarcis muralis"
"1200","EHM013321","EHA00292_bin.3.fa","EHA00292","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Fournierella","s__",80.96,0.57,"Genus",80.19,0.48,2611931,"57.00%",4758,658,"Podarcis muralis"
"1201","EHM013322","EHA00292_bin.4.fa","EHA00292","ABB0114","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","s__",0,0,"Genus",95.46,1.36,3037692,"57.70%",29083,179,"Podarcis muralis"
"1202","EHM013323","EHA00292_bin.5.fa","EHA00292","ABB0114","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RF32","f__CAG-239","g__CAJLXD01","s__",80.22,0.57,"Genus",88.63,1.08,1633210,"38.60%",5418,365,"Podarcis muralis"
"1203","EHM013324","EHA00292_bin.6.fa","EHA00292","ABB0114","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Dielma","s__",0,0,"Genus",62.71,1.57,1989589,"36.50%",3503,619,"Podarcis muralis"
"1204","EHM013325","EHA00292_bin.7.fa","EHA00292","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",99.32,0,3933558,"41.80%",80331,101,"Podarcis muralis"
"1205","EHM013326","EHA00292_bin.8.fa","EHA00292","ABB0114","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Amedibacillus","s__",77.88,0.13,"Genus",71.78,0.23,1762689,"35.70%",4405,451,"Podarcis muralis"
"1206","EHM013327","EHA00292_bin.9.fa","EHA00292","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",54.62,0.72,1281312,"40.70%",3210,423,"Podarcis muralis"
"1207","EHM013328","EHA00294_bin.1.fa","EHA00294","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Anaerotignaceae","g__JAAYQI01","s__",77.03,0.09,"Genus",55.8,0.39,2188111,"37.20%",2941,273,"Podarcis muralis"
"1208","EHM013329","EHA00294_bin.10.fa","EHA00294","ABB0114","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__","s__",0,0,"Family",90.99,0.33,3528693,"57.70%",17855,45,"Podarcis muralis"
"1209","EHM013330","EHA00294_bin.11.fa","EHA00294","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",95.96,0,2133109,"38.10%",122567,693,"Podarcis muralis"
"1210","EHM013331","EHA00294_bin.12.fa","EHA00294","ABB0114","d__Bacteria","p__Bacillota_C","c__Negativicutes","o__Selenomonadales","f__Massilibacillaceae","g__","s__",77.14,0.05,"Family",66.94,0.81,2154929,"50.90%",3313,659,"Podarcis muralis"
"1211","EHM013332","EHA00294_bin.13.fa","EHA00294","ABB0114","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Hungatella","s__",0,0,"Genus",52.99,6.07,3058699,"47.20%",5230,92,"Podarcis muralis"
"1212","EHM013333","EHA00294_bin.14.fa","EHA00294","ABB0114","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter_J","s__",79.65,0.66,"Genus",99.41,0.12,1738793,"35.70%",27147,545,"Podarcis muralis"
"1213","EHM013334","EHA00294_bin.15.fa","EHA00294","ABB0114","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Bilophila","s__",0,0,"Genus",93.68,2.37,3565671,"50.40%",8593,212,"Podarcis muralis"
