LI Code,LI Batch,Library barcode,Sample,EX Sample,Library replicate,Coordinates,Purpose,Input volume,Input DNA (ng),EX concentration (ng/ul),Adaptor nM,Required PCR cycles,Adaptor dimers,Notes,Indexed libraries,Number of indexed libraries,Sequencing datasets,Autonumber,Autonumber2,IN (Indexing),EX (Extraction),QPCR QC,Sampling date,Latitude reduced,Longitude reduced,Country,Biome,Environment,Type,Species,Taxid,Common name,Development,Length (mm),Weight (g),Sex,Specimen,Number of sequencing datasets,Total data (GB),Host data (GB),Metagenomic data (GB),number_bins,BioProject,SE Batch,Sample Batch,IN Code (from IN (Indexing)),ENA Sample accession,IN batch (from IN (Indexing)),collaborator,geographic location (region and locality),Sample Batch 2,QualityControlGroup,QC - Library qPCR based,Indexed,Sequenced,Order,PCR group
BATC12E1L1,LIB0018,LV1040377308,BATC12,BATC12E1,L1,P072_7C,unknown,24.0,192.5,8.02,20,10,0,,"BATC12E1L1I1, BATC12E1L1I2",2,EHI00334,591,00591,"BATC12E1L1I1,BATC12E1L1I2",,Risky,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATC12E1L1I1, BATC12E1L1I2",,"INB0018,INB0026",,,,Group1,Warning,1,1,,10
BATB16E1L1,LIB0018,LV1040377320,BATB16,BATB16E1,L1,P072_9A,unknown,24.0,43.2,1.80,10,13,0,,"BATB16E1L1I1, BATB16E1L1I2",2,EHI00321,605,00605,"BATB16E1L1I1,BATB16E1L1I2",,Good,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATB16E1L1I1, BATB16E1L1I2",,"INB0018,INB0026",,,,Group7,Pass,1,1,,13
BATB13E1L1,LIB0018,LV1040377282,BATB13,BATB13E1,L1,P072_9C,unknown,24.0,44.4,1.85,10,10,0,,"BATB13E1L1I1, BATB13E1L1I2",2,EHI00263,607,00607,"BATB13E1L1I1,BATB13E1L1I2",,Good,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATB13E1L1I1, BATB13E1L1I2",,"INB0018,INB0026",,,,Group7,Pass,1,1,,10
BATB03E1L1,LIB0018,LV1040377296,BATB03,BATB03E1,L1,P072_10E,unknown,24.0,17.5,0.73,10,13,0,,"BATB03E1L1I1, BATB03E1L1I2",2,EHI00292,617,00617,"BATB03E1L1I1,BATB03E1L1I2",,Good,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATB03E1L1I1, BATB03E1L1I2",,"INB0018,INB0026",,,,Group8,Pass,1,1,,13
BATA20E1L1,LIB0018,LV1040377307,BATA20,BATA20E1,L1,P072_9D,unknown,24.0,196.8,8.20,20,10,0,,"BATA20E1L1I1, BATA20E1L1I2",2,EHI00307,608,00608,"BATA20E1L1I1,BATA20E1L1I2",,Risky,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATA20E1L1I1, BATA20E1L1I2",,"INB0018,INB0026",,,,Group1,Warning,1,1,,10
BATB07E1L1,LIB0018,LV1040377261,BATB07,BATB07E1,L1,P072_10A,unknown,24.0,16.3,0.68,10,13,0,,"BATB07E1L1I1, BATB07E1L1I2",2,EHI00306,613,00613,"BATB07E1L1I1,BATB07E1L1I2",,Good,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATB07E1L1I1, BATB07E1L1I2",,"INB0018,INB0026",,,,Group8,Pass,1,1,,13
BATC05E1L1,LIB0018,LV1040377309,BATC05,BATC05E1,L1,P072_10B,unknown,13.0,187.2,14.40,20,7,0,,"BATC05E1L1I1, BATC05E1L1I2",2,EHI00257,614,00614,"BATC05E1L1I1,BATC05E1L1I2",,Good,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATC05E1L1I1, BATC05E1L1I2",,"INB0018,INB0026",,,,Group1,Pass,1,1,,7
BATA06E1L1,LIB0018,LV1040377333,BATA06,BATA06E1,L1,P072_7F,unknown,12.0,196.8,16.40,20,10,0,,"BATA06E1L1I1, BATA06E1L1I2",2,EHI00317,594,00594,"BATA06E1L1I1,BATA06E1L1I2",,Risky,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATA06E1L1I1, BATA06E1L1I2",,"INB0018,INB0026",,,,Group1,Warning,1,1,,10
BATA13E1L1,LIB0018,LV1040377258,BATA13,BATA13E1,L1,P072_8C,unknown,24.0,181.4,7.56,20,10,0,,"BATA13E1L1I1, BATA13E1L1I2",2,EHI00308,599,00599,"BATA13E1L1I1,BATA13E1L1I2",,Risky,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATA13E1L1I1, BATA13E1L1I2",,"INB0018,INB0026",,,,Group1,Warning,1,1,,10
BATB11E1L1,LIB0018,LV1040377246,BATB11,BATB11E1,L1,P072_9H,unknown,24.0,43.7,1.82,10,10,0,,"BATB11E1L1I1, BATB11E1L1I2",2,EHI00329,612,00612,"BATB11E1L1I1,BATB11E1L1I2",,Risky,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATB11E1L1I1, BATB11E1L1I2",,"INB0018,INB0026",,,,Group7,Pass,1,1,,10
BATA05E1L1,LIB0018,LV1040377330,BATA05,BATA05E1,L1,P072_7B,unknown,15.0,195.0,13.00,20,10,0,,"BATA05E1L1I1, BATA05E1L1I2",2,EHI00312,590,00590,"BATA05E1L1I1,BATA05E1L1I2",,Risky,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATA05E1L1I1, BATA05E1L1I2",,"INB0018,INB0026",,,,Group1,Warning,1,1,,10
BATB10E1L1,LIB0018,LV1040377272,BATB10,BATB10E1,L1,P072_10F,unknown,24.0,22.1,0.92,10,10,0,,"BATB10E1L1I1, BATB10E1L1I2",2,EHI00278,618,00618,"BATB10E1L1I1,BATB10E1L1I2",,Good,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATB10E1L1I1, BATB10E1L1I2",,"INB0018,INB0026",,,,Group8,Pass,1,1,,10
BATC07E1L1,LIB0018,LV1040377334,BATC07,BATC07E1,L1,P072_7D,unknown,13.0,197.6,15.20,20,10,0,,"BATC07E1L1I1, BATC07E1L1I2",2,EHI00314,592,00592,"BATC07E1L1I1,BATC07E1L1I2",,Risky,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATC07E1L1I1, BATC07E1L1I2",,"INB0018,INB0026",,,,Group1,Warning,1,1,,10
BATC17E1L1,LIB0018,LV1040377297,BATC17,BATC17E1,L1,P072_8B,unknown,24.0,197.3,8.22,20,10,0,,"BATC17E1L1I1, BATC17E1L1I2",2,EHI00305,598,00598,"BATC17E1L1I1,BATC17E1L1I2",,Risky,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATC17E1L1I1, BATC17E1L1I2",,"INB0018,INB0026",,,,Group1,Warning,1,1,,10
BATC20E1L1,LIB0018,LV1040377295,BATC20,BATC20E1,L1,P072_9E,unknown,24.0,181.0,7.54,20,7,0,,"BATC20E1L1I1, BATC20E1L1I2",2,EHI00246,609,00609,"BATC20E1L1I1,BATC20E1L1I2",,Good,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATC20E1L1I1, BATC20E1L1I2",,"INB0018,INB0026",,,,Group1,Pass,1,1,,7
BATA18E1L1,LIB0018,LV1040377250,BATA18,BATA18E1,L1,P072_8G,unknown,24.0,187.0,7.79,20,10,0,,"BATA18E1L1I1, BATA18E1L1I2",2,EHI00261,603,00603,"BATA18E1L1I1,BATA18E1L1I2",,Risky,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATA18E1L1I1, BATA18E1L1I2",,"INB0018,INB0026",,,,Group1,Warning,1,1,,10
BATB17E1L1,LIB0018,LV1040377294,BATB17,BATB17E1,L1,P072_8H,unknown,24.0,44.4,1.85,10,13,0,,"BATB17E1L1I1, BATB17E1L1I2",2,EHI00324,604,00604,"BATB17E1L1I1,BATB17E1L1I2",,Good,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATB17E1L1I1, BATB17E1L1I2",,"INB0018,INB0026",,,,Group7,Pass,1,1,,13
BATC04E1L1,LIB0018,LV1040377335,BATC04,BATC04E1,L1,P072_8E,unknown,20.0,290.0,14.50,20,10,0,,"BATC04E1L1I1, BATC04E1L1I2",2,EHI00333,601,00601,"BATC04E1L1I1,BATC04E1L1I2",,Risky,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATC04E1L1I1, BATC04E1L1I2",,"INB0018,INB0026",,,,Group1,Warning,1,1,,10
BATC18E1L1,LIB0018,LV1040377285,BATC18,BATC18E1,L1,P072_8F,unknown,18.0,196.2,10.90,20,10,0,,"BATC18E1L1I1, BATC18E1L1I2",2,EHI00319,602,00602,"BATC18E1L1I1,BATC18E1L1I2",,Risky,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB002,,"BATC18E1L1I1, BATC18E1L1I2",,"INB0018,INB0026",,,,Group1,Warning,1,1,,10
ABS02E1L1,LIB0019,LV1040376953,ABS02,ABS02E1,L1,P078_1A,metagenome,24.0,199.7,8.32,20,7,0,0,ABS02E1L1I1,1,,621,00621,ABS02E1L1I1,,Good,16/4/2021,143.091,42.736,Japan,1000197 - Broadleaf forest,Conifer forests ,Anal/cloacal swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,61.00,350.00,Male,SD01489,0,0.00,0.000,0.00,0,ERP142116,,,ABS02E1L1I1,,INB0019,Yu Takahata,Hokkaido,,Group1,Pass,1,0,Rodentia,7
ABG38E1L2,LIB0019,LV1040377038,ABG38,ABG38E1,L2,P078_4E,metagenome,24.0,42.0,1.75,20,10,0,Only 15.2 ul DNA input_ No extracted sample left,ABG38E1L2I1,1,,649,00649,ABG38E1L2I1,,Good,4/3/2021,36.003,-78.941,United States,1000221 - Temperate woodland,small forest patch on Duke university campus,Anal/cloacal swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,59.00,550.00,Male,SD00685,0,0.00,0.000,0.00,0,PRJEB51867,,,ABG38E1L2I1,,INB0019,Rebecca Rimbach,"Durham, NC",,Group7,Pass,1,0,Rodentia,10
ABS42E1L1,LIB0019,LV1040376954,ABS42,ABS42E1,L1,P078_1H,metagenome,24.0,41.8,1.74,10,7,0,0,ABS42E1L1I1,1,,628,00628,ABS42E1L1I1,,Good,14/6/2021,143.187,42.906,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Anal/cloacal swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,63.50,340.00,Male,SD01509,0,0.00,0.000,0.00,0,ERP142116,,,ABS42E1L1I1,,INB0019,Yu Takahata,Hokkaido,,Group7,Pass,1,0,Rodentia,7
ABS20E1L1,LIB0019,LV1040376992,ABS20,ABS20E1,L1,P078_1C,metagenome,24.0,35.3,1.47,10,10,0,0,ABS20E1L1I1,1,,623,00623,ABS20E1L1I1,,Good,14/5/2021,143.165,42.790,Japan,1000197 - Broadleaf forest,Conifer forests ,Anal/cloacal swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,64.50,340.00,Female,SD01498,0,0.00,0.000,0.00,0,ERP142116,,,ABS20E1L1I1,,INB0019,Yu Takahata,Hokkaido,,Group7,Pass,1,0,Rodentia,10
ACZ33E1L2,LIB0019,LV1040376952,ACZ33,ACZ33E1,L2,P078_5D,metagenome,24.0,77.5,3.23,20,7,0,Only 13.6 ul DNA input_No extracted sample left,ACZ33E1L2I1,1,,656,00656,ACZ33E1L2I1,,Good,6/9/2021,52.704,23.850,Poland,1000197 - Broadleaf forest,villiage in the forest,Faecal,Plecotus auritus,61862,Brown longe-eared bat,Adult,38.09,7.40,Male,SD01186,0,0.00,0.000,0.00,0,PRJEB51868,,,ACZ33E1L2I1,,INB0019,Ireneusz Ruczyński,Białowieza,,Group5,Pass,1,0,Chiroptera,7
AAM53E1L2,LIB0019,LV1040376980,AAM53,AAM53E1,L2,P078_4G,metagenome,24.0,74.4,3.10,20,10,0,0,"AAM53E1L2I1, AAM53E1L2I2",2,EHI00216,651,00651,"AAM53E1L2I1,AAM53E1L2I2",,Good,9/7/2021,41.250,-75.890,United States,1000221 - Temperate woodland,City Park,Anal/cloacal swab,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,56.00,607.00,Male,SD01595,1,3.68,3.529,0.00,0,PRJEB51867,SEB002,,"AAM53E1L2I1, AAM53E1L2I2",SAMEA111531748,"INB0019,INB0021","Shea Marino, Michael Steele",PA-Eastern,,Group6,Pass,1,1,Rodentia,10
ADK23E1L2,LIB0019,LV1040377001,ADK23,ADK23E1,L2,P078_5A,metagenome,23.0,193.0,8.39,20,7,0,Only 17.4 ul DNA input_No extracted sample left,"ADK23E1L2I1, ADK23E1L2I2",2,,653,00653,"ADK23E1L2I1,ADK23E1L2I2",,Risk,29/7/2021,42.927,0.199,France,1000194 - Montane grassland,,Oral swab,Podarcis muralis,64176,Common wall lizard,Adult,153.31,3.43,Male,SD00873,0,0.00,0.000,0.00,0,PRJEB51864,,,"ADK23E1L2I1, ADK23E1L2I2",,"INB0019,INB0021","Fabien Aubret, Tom Sarraude ","Occitanie, Sentein",,Group1,Pass,1,0,Squamata,7
ABS96E1L1,LIB0019,LV1040376989,ABS96,ABS96E1,L1,P078_2C,metagenome,24.0,57.6,2.40,20,7,0,0,"ABS96E1L1I1, ABS96E1L1I2",2,,631,00631,"ABS96E1L1I1,ABS96E1L1I2",,Good,30/10/2021,143.091,42.736,Japan,1000197 - Broadleaf forest,Conifer forests ,Anal/cloacal swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,63.00,310.00,Female,SD01536,0,0.00,0.000,0.00,0,ERP142116,,,"ABS96E1L1I1, ABS96E1L1I2",,"INB0019,INB0030",Yu Takahata,Hokkaido,,Group6,Pass,1,0,Rodentia,7
ABS28E1L1,LIB0019,LV1040376991,ABS28,ABS28E1,L1,P078_1E,metagenome,24.0,83.8,3.49,20,7,0,0,"ABS28E1L1I1, ABS28E1L1I2",2,EHI00227,625,00625,"ABS28E1L1I1,ABS28E1L1I2",,Good,3/6/2021,143.137,42.914,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Anal/cloacal swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,65.00,340.00,Male,SD01502,1,3.74,3.632,0.00,0,ERP142116,SEB002,,"ABS28E1L1I1, ABS28E1L1I2",SAMEA111531778,"INB0019,INB0021",Yu Takahata,Hokkaido,,Group5,Pass,1,1,Rodentia,7
ADV25E1L1,LIB0019,LV1040376967,ADV25,ADV25E1,L1,P078_4A,metagenome,24.0,44.4,1.85,10,10,0,0,ADV25E1L1I1,1,,645,00645,ADV25E1L1I1,,Good,3/9/2021,45.863,8.780,Italy,1000221 - Temperate woodland,mixed conifer-deciduous wood,Faecal,Plecotus auritus,61862,Brown longe-eared bat,Adult,39.30,6.40,Male,SD01747,0,0.00,0.000,0.00,0,PRJEB51868,,,ADV25E1L1I1,,INB0019,Luc Wauters,Lombardy,,Group7,Pass,1,0,Chiroptera,10
ABS26E1L1,LIB0019,LV1040376979,ABS26,ABS26E1,L1,P078_1D,metagenome,24.0,81.8,3.41,20,7,0,0,ABS26E1L1I1,1,,624,00624,ABS26E1L1I1,,Good,3/6/2021,143.137,42.914,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Anal/cloacal swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,63.50,340.00,Male,SD01501,0,0.00,0.000,0.00,0,ERP142116,,,ABS26E1L1I1,,INB0019,Yu Takahata,Hokkaido,,Group5,Pass,1,0,Rodentia,7
ABS40E1L1,LIB0019,LV1040376965,ABS40,ABS40E1,L1,P078_1G,metagenome,24.0,14.1,0.59,10,10,0,0,ABS40E1L1I1,1,,627,00627,ABS40E1L1I1,,Good,9/6/2021,143.187,42.906,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Anal/cloacal swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,67.00,350.00,Male,SD01508,0,0.00,0.000,0.00,0,ERP142116,,,ABS40E1L1I1,,INB0019,Yu Takahata,Hokkaido,,Group8,Pass,1,0,Rodentia,10
ADA63E1L1,LIB0019,LV1040377024,ADA63,ADA63E1,L1,P078_3C,metagenome,24.0,58.1,2.42,20,7,0,0,ADA63E1L1I1,1,,639,00639,ADA63E1L1I1,,Good,5/8/2021,51.771,14.373,Germany,1000221 - Temperate woodland,,Faecal,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Male,SD01441,0,0.00,0.000,0.00,0,PRJEB51868,,,ADA63E1L1I1,,INB0019,Christian Voigt,Berlin-Brandenburg,,Group6,Pass,1,0,Chiroptera,7
ABS94E1L1,LIB0019,LV1040376988,ABS94,ABS94E1,L1,P078_2B,metagenome,24.0,31.4,1.31,10,7,0,0,"ABS94E1L1I1, ABS94E1L1I2",2,,630,00630,"ABS94E1L1I1,ABS94E1L1I2",,Good,30/10/2021,143.091,42.736,Japan,1000197 - Broadleaf forest,Conifer forests ,Anal/cloacal swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,67.00,380.00,Male,SD01535,0,0.00,0.000,0.00,0,ERP142116,,,"ABS94E1L1I1, ABS94E1L1I2",,"INB0019,INB0030",Yu Takahata,Hokkaido,,Group7,Pass,1,0,Rodentia,7
ADA70E1L1,LIB0019,LV1040376966,ADA70,ADA70E1,L1,P078_3G,metagenome,24.0,35.5,1.48,10,7,0,0,ADA70E1L1I1,1,,643,00643,ADA70E1L1I1,,Good,9/8/2021,51.988,13.183,Germany,1000221 - Temperate woodland,,Faecal,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Male,SD01445,0,0.00,0.000,0.00,0,PRJEB51868,,,ADA70E1L1I1,,INB0019,Christian Voigt,Berlin-Brandenburg,,Group7,Pass,1,0,Chiroptera,7
ADA68E1L1,LIB0019,LV1040376978,ADA68,ADA68E1,L1,P078_3F,metagenome,24.0,24.2,1.01,10,7,0,0,ADA68E1L1I1,1,,642,00642,ADA68E1L1I1,,Good,9/8/2021,51.988,13.183,Germany,1000221 - Temperate woodland,,Faecal,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Female,SD01444,0,0.00,0.000,0.00,0,PRJEB51868,,,ADA68E1L1I1,,INB0019,Christian Voigt,Berlin-Brandenburg,,Group8,Pass,1,0,Chiroptera,7
ACP13E1L1,LIB0019,LV1040376964,ACP13,ACP13E1,L1,P078_2G,metagenome,24.0,13.3,0.56,10,10,0,0,"ACP13E1L1I1, ACP13E1L1I2, ACP13E1L1I2",3,,635,00635,"ACP13E1L1I1,ACP13E1L1I2,ACP13E1L1I2",,Good,10/6/2021,60.050,10.889,Norway,1000245 - Cropland,Along warehouse,Faecal,Plecotus auritus,61862,Brown longe-eared bat,Adult,38.60,9.00,Female,SD01598,0,0.00,0.000,0.00,0,PRJEB51868,,,"ACP13E1L1I1, ACP13E1L1I2, ACP13E1L1I2",,"INB0019,INB0021,INB0030",Rune Sørås,Viken,,Group8,Pass,1,0,Chiroptera,10
ABS32E1L1,LIB0019,LV1040376955,ABS32,ABS32E1,L1,P078_1F,metagenome,24.0,37.2,1.55,10,10,0,0,ABS32E1L1I1,1,,626,00626,ABS32E1L1I1,,Good,8/6/2021,143.137,42.914,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Anal/cloacal swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,62.50,340.00,Male,SD01504,0,0.00,0.000,0.00,0,ERP142116,,,ABS32E1L1I1,,INB0019,Yu Takahata,Hokkaido,,Group7,Pass,1,0,Rodentia,10
ADJ92E1L2,LIB0019,LV1040377036,ADJ92,ADJ92E1,L2,P078_5C,metagenome,20.0,192.4,9.62,20,7,0,0,ADJ92E1L2I1,1,,655,00655,ADJ92E1L2I1,,Good,29/7/2021,42.921,0.189,France,1000194 - Montane grassland,near a dam,Oral swab,Podarcis muralis,64176,Common wall lizard,Adult,155.65,4.61,Male,SD00887,0,0.00,0.000,0.00,0,PRJEB51864,,,ADJ92E1L2I1,,INB0019,"Fabien Aubret, Tom Sarraude ","Occitanie, Sentein",,Group1,Pass,1,0,Squamata,7
ACO90E1L1,LIB0019,LV1040377039,ACO90,ACO90E1,L1,P078_2D,metagenome,24.0,60.2,2.51,20,7,0,0,"ACO90E1L1I1, ACO90E1L1I2",2,,632,00632,"ACO90E1L1I1,ACO90E1L1I2",,Good,28/7/2021,60.050,10.889,Norway,1000245 - Cropland,Along warehouse,Faecal,Plecotus auritus,61862,Brown longe-eared bat,Nursing,40.50,8.20,Female,SD01610,0,0.00,0.000,0.00,0,PRJEB51868,,,"ACO90E1L1I1, ACO90E1L1I2",,"INB0019,INB0030",Rune Sørås,Viken,,Group6,Pass,1,0,Chiroptera,7
ADK31E1L2,LIB0019,LV1040377014,ADK31,ADK31E1,L2,P078_4H,metagenome,24.0,32.9,1.37,20,10,0,Only 15.7 ul DNA input_No extracted sample left,ADK31E1L2I1,1,,652,00652,ADK31E1L2I1,,Good,29/7/2021,42.927,0.199,France,1000194 - Montane grassland,,Oral swab,Podarcis muralis,64176,Common wall lizard,Adult,107.95,5.02,Male,SD00868,0,0.00,0.000,0.00,0,PRJEB51864,,,ADK31E1L2I1,,INB0019,"Fabien Aubret, Tom Sarraude ","Occitanie, Sentein",,Group7,Pass,1,0,Squamata,10
ACX42E1L1,LIB0019,LV1040376977,ACX42,ACX42E1,L1,P078_3B,metagenome,24.0,11.1,0.46,10,10,0,0,ACX42E1L1I1,1,,638,00638,ACX42E1L1I1,,Good,17/8/2021,55.123,10.272,Denmark,1000221 - Temperate woodland,Mosaic forest,Faecal,Muscardinus avellanarius,39082,Hazel dormouse ,Adult,,21.00,Female,SD01619,0,0.00,0.000,0.00,0,ERP142094,,,ACX42E1L1I1,,INB0019,Thomas Bjørneboe Berg,Funen,,Group8,Pass,1,0,Rodentia,10
ADV55E1L1,LIB0019,LV1040377027,ADV55,ADV55E1,L1,P078_4B,metagenome,24.0,2.1,0.09,10,13,0,0,ADV55E1L1I1,1,,646,00646,ADV55E1L1I1,,Good,28/9/2021,45.917,9.800,Italy,1000221 - Temperate woodland,mixed conifer-deciduous wood,Anal/cloacal swab,Plecotus auritus,61862,Brown longe-eared bat,Adult,39.30,6.20,Male,SD01756,0,0.00,0.000,0.00,0,PRJEB51868,,,ADV55E1L1I1,,INB0019,Luc Wauters,Lombardy,,Group8,Pass,1,0,Chiroptera,13
ADA65E1L1,LIB0019,LV1040376976,ADA65,ADA65E1,L1,P078_3D,metagenome,24.0,6.0,0.25,10,10,0,0,ADA65E1L1I1,1,,640,00640,ADA65E1L1I1,,Good,5/8/2021,51.771,14.373,Germany,1000221 - Temperate woodland,,Faecal,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Male,SD01442,0,0.00,0.000,0.00,0,PRJEB51868,,,ADA65E1L1I1,,INB0019,Christian Voigt,Berlin-Brandenburg,,Group8,Pass,1,0,Chiroptera,10
ABS92E1L1,LIB0019,LV1040377003,ABS92,ABS92E1,L1,P078_2A,metagenome,24.0,22.1,0.92,10,7,0,0,"ABS92E1L1I1, ABS92E1L1I2",2,,629,00629,"ABS92E1L1I1,ABS92E1L1I2",,Good,30/10/2021,143.091,42.736,Japan,1000197 - Broadleaf forest,Conifer forests ,Anal/cloacal swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,60.00,310.00,Female,SD01534,0,0.00,0.000,0.00,0,ERP142116,,,"ABS92E1L1I1, ABS92E1L1I2",,"INB0019,INB0030",Yu Takahata,Hokkaido,,Group8,Pass,1,0,Rodentia,7
ADV57E1L1,LIB0019,LV1040377025,ADV57,ADV57E1,L1,P078_4C,metagenome,24.0,0.0,0.00,10,16,0,0,ADV57E1L1I1,1,,647,00647,ADV57E1L1I1,,Good,28/9/2021,45.917,9.800,Italy,1000221 - Temperate woodland,mixed conifer-deciduous wood,Anal/cloacal swab,Plecotus auritus,61862,Brown longe-eared bat,Adult,39.40,5.80,Male,SD01757,0,0.00,0.000,0.00,0,PRJEB51868,,,ADV57E1L1I1,,INB0019,Luc Wauters,Lombardy,,Group8,Pass,1,0,Chiroptera,16
ADK10E1L2,LIB0019,LV1040377026,ADK10,ADK10E1,L2,P078_5B,metagenome,24.0,42.2,1.76,20,10,0,Only 16.6 ul DNA input_No extracted sample left,"ADK10E1L2I1, ADK10E1L2I2",2,,654,00654,"ADK10E1L2I1,ADK10E1L2I2",,Good,29/7/2021,42.921,0.189,France,1000194 - Montane grassland,near a dam,Oral swab,Podarcis muralis,64176,Common wall lizard,Adult,153.06,6.73,Male,SD00879,0,0.00,0.000,0.00,0,PRJEB51864,,,"ADK10E1L2I1, ADK10E1L2I2",,"INB0019,INB0021","Fabien Aubret, Tom Sarraude ","Occitanie, Sentein",,Group7,Pass,1,0,Squamata,10
ACX32E1L1,LIB0019,LV1040377015,ACX32,ACX32E1,L1,P078_2H,metagenome,24.0,90.0,3.75,20,7,0,0,"ACX32E1L1I1, ACX32E1L1I2",2,,636,00636,"ACX32E1L1I1,ACX32E1L1I2",,Good,18/8/2021,55.126,10.273,Denmark,1000221 - Temperate woodland,Mosaic forest,Faecal,Muscardinus avellanarius,39082,Hazel dormouse ,Nursing,,21.00,Female,SD01627,0,0.00,0.000,0.00,0,ERP142094,,,"ACX32E1L1I1, ACX32E1L1I2",,"INB0019,INB0030",Thomas Bjørneboe Berg,Funen,,Group5,Pass,1,0,Rodentia,7
ACP12E1L1,LIB0019,LV1040377000,ACP12,ACP12E1,L1,P078_2F,metagenome,24.0,8.2,0.34,10,10,0,0,"ACP12E1L1I1, ACP12E1L1I2, ACP12E1L1I2",3,,634,00634,"ACP12E1L1I1,ACP12E1L1I2,ACP12E1L1I2",,Good,10/6/2021,60.050,10.889,Norway,1000245 - Cropland,Along warehouse,Faecal,Plecotus auritus,61862,Brown longe-eared bat,Adult,39.80,7.80,Female,SD01597,0,0.00,0.000,0.00,0,PRJEB51868,,,"ACP12E1L1I1, ACP12E1L1I2, ACP12E1L1I2",,"INB0019,INB0021,INB0030",Rune Sørås,Viken,,Group8,Pass,1,0,Chiroptera,10
ADA72E1L1,LIB0019,LV1040376990,ADA72,ADA72E1,L1,P078_3H,metagenome,24.0,25.2,1.05,10,7,0,0,ADA72E1L1I1,1,,644,00644,ADA72E1L1I1,,Good,9/8/2021,51.988,13.183,Germany,1000221 - Temperate woodland,,Faecal,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Female,SD01446,0,0.00,0.000,0.00,0,PRJEB51868,,,ADA72E1L1I1,,INB0019,Christian Voigt,Berlin-Brandenburg,,Group7,Pass,1,0,Chiroptera,7
C1_EXB0014E1L1,LIB0019,LV1040376956,C1_EXB0014,C1_EXB0014E1,L1,P078_4D,unknown,24.0,0.0,0.00,10,19,0,0,C1_EXB0014E1L1I1,1,,648,00648,C1_EXB0014E1L1I1,,Good,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,,C1_EXB0014E1L1I1,,INB0019,,,,Group8,Warning,1,0,,19
ABS12E1L1,LIB0019,LV1040376968,ABS12,ABS12E1,L1,P078_1B,metagenome,24.0,23.8,0.99,10,10,0,0,ABS12E1L1I1,1,,622,00622,ABS12E1L1I1,,Good,28/4/2021,143.165,42.790,Japan,1000197 - Broadleaf forest,Conifer forests ,Anal/cloacal swab,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,58.50,320.00,Male,SD01494,0,0.00,0.000,0.00,0,ERP142116,,,ABS12E1L1I1,,INB0019,Yu Takahata,Hokkaido,,Group8,Pass,1,0,Rodentia,10
